Customer ID,Internal Obligor ID,Obligor Name,City,Country,Industry Code,Internal Risk Rating,Taxpayer ID (TIN),Stock Exchange,Ticker Symbol,CUSIP,Internal Credit Facility ID,Origination Date,Maturity Date,Credit Facility Type,Credit Facility Purpose,Loan Amount,Outstanding Balance,Interest Rate,Collateral Type,Loan Status,Payment Frequency,Currency,Loan Grade,Syndicated Loan Flag,Disposition Flag,Guarantor ID,Guarantor Name,Guarantor Rating,Loan to Value Ratio,Debt Service Coverage Ratio,Total Assets,Total Liabilities,EBITDA,Net Income,Total Revenue,Total Equity,Cash Flow,Interest Coverage Ratio,Loan Default Probability
6.13017E+13,ba013b34-18bc-4e99-89da-f19b11f5654f,"Dorsey, Levy and Salinas",Deborahstad,ZM,4889,E,727-96-7645,NYSE,UxU,gtCWUP,5ef3539d-22c3-4776-8aca-569b650edddb,11-02-2022,25-01-2034,Revolving,Working Capital,40271741.11,53910683.87,14.94,None,Active,Annually,EUR,B,No,Retained,9ab2e043-6e19-4938-83c2-e3a61e686133,Fleming-Macias,C,0.94,1.72,38156061.4,138563800.8,51972718.02,13878839.73,392681278.8,105375832.3,7713047.23,7.92,0.07
8.84323E+13,c4389fea-73eb-40e6-b371-8e86f446ebe4,"Lawson, Williams and Franco",Lake Kenneth,MV,4445,B,424-64-9837,NYSE,OgK,dmgjJu,26d89a85-66e4-4fed-a1f6-d65b24135ca1,05-06-2021,01-05-2027,Revolving,Acquisition,42580227.26,79662159.51,9.26,Inventory,Active,Annually,INR,CCC,Yes,Retained,527c3d0e-2ee4-4743-988c-4f62b153650c,Greer and Sons,A,0.94,2,484382810.7,379469869.6,39802593.83,44745999.08,373457432.1,102055658.7,10845279.23,9.34,0.29
9.43411E+13,32483612-6a77-406c-b99c-e99f31f1e8d4,Bell and Sons,New Justinport,CH,1624,B,218-11-8425,N/A,STf,NBcCkv,80708f19-e044-46c9-8c31-45950b1214fe,10-03-2021,27-12-2033,Bridge Loan,Working Capital,24311111.58,26442555.17,7.65,Real Estate,Defaulted,Quarterly,GBP,BB,No,Retained,36705e10-eaca-4eb7-8ba7-a458aa64d003,Mcguire LLC,D,0.86,1.7,15784995.18,301592703.9,99916825.7,43370801.51,252805387.4,19996971.27,5799825.32,3.79,0.18
5.92119E+13,530aa5cd-da80-4f75-89ad-6dc0af5c9957,"Smith, Stanley and Evans",South Davidborough,LR,1140,B,763-80-3417,N/A,ecZ,HdUsUC,60d23dbf-b7ec-4105-8b5a-934052801fee,26-11-2023,03-12-2026,Other,Expansion,67398388.24,75703256.38,11.96,Equipment,Active,Quarterly,INR,AAA,No,Retained,d4bc46de-8565-4985-adc4-6e7dcad46d57,"Perry, Hammond and White",B,1.34,1.2,417896304.4,166715864,14713641.3,13025813.48,26287950.89,133435716.5,16050506.75,8.89,0.23
3.72866E+13,6d174706-c88b-47c8-a2cf-0476d126a78c,"Ayala, Garcia and Smith",West Michelleport,WS,2171,C,067-57-9932,N/A,KZG,HcdJac,6a916e87-008a-46c1-bfff-0d06d87ac961,29-06-2021,20-11-2029,Term Loan,Refinancing,81009223.7,53039620.46,14.26,Inventory,Closed,Annually,USD,AA,Yes,Disposed,a36a718c-f334-450c-9a4a-f505e6de73a2,Horton-Glover,D,1.03,2.05,292349023.8,77630787.18,96841737.72,22485052.84,242213534.3,35674018.96,28793807.06,2.24,0.18
3.76468E+13,2a444085-159f-4587-9460-49c29518bd72,"Martin, Torres and Young",North Danielstad,DJ,5070,D,678-78-4927,NASDAQ,GFN,iNqfWa,bba58a8b-d209-477d-b731-462848aaaf86,24-07-2021,06-05-2032,Bridge Loan,Refinancing,66158383.69,80520969.91,9.27,None,Defaulted,Monthly,GBP,AAA,No,Retained,92ae4196-b58b-4d0a-bd90-c9e1b61980db,Good-Gonzales,C,1.16,2.99,13673584.68,360774981.2,21134894.3,48603341.86,175801119.6,107539440.7,21089239.82,7.34,0.05
1.5008E+13,1b1008d4-f21f-4fdf-a48c-564e3909ed28,Anderson LLC,South Michelle,IN,2904,D,382-43-1596,NASDAQ,AKv,NiDviS,e4210bf3-a3c2-4021-8b81-3cad24f10522,09-02-2025,17-02-2030,Revolving,Expansion,65173068.31,33159587.25,12.4,Inventory,Closed,Annually,GBP,CCC,No,Disposed,6085dc0d-e75f-4ba7-be95-62a5fab29547,Henderson-Johnson,C,0.73,1.84,83949403.38,380826610.5,60946284,46371813.19,45708384.63,84607364,8000193.63,8.96,0.11
6.09E+13,1a575ca2-3017-4f44-99d5-0d2461836382,Jenkins-Weiss,Port Jenniferstad,PT,2252,D,207-70-6850,NASDAQ,zgz,Bozzgi,91ffdac2-ccba-4a99-884a-15d6e5657526,29-02-2020,22-10-2033,Term Loan,Expansion,96621782.9,83465896.69,8.26,None,Active,Quarterly,INR,AAA,No,Disposed,5757b6a2-de18-4bcf-8620-8168f6aa0dd0,"Schwartz, Macdonald and Taylor",E,0.78,1.97,173085308.9,309409999.9,59213596.08,36180716.69,288338753.9,33542607.53,3883398.38,7.23,0.11
4.54251E+13,5dbdff40-dda8-4edf-8ba8-08d402859e4e,Ortiz PLC,Jamieside,KW,1370,B,543-03-6378,N/A,VOy,AAkYBv,88a7b4af-a690-4da6-8d48-e24507f04644,08-01-2021,02-06-2033,Term Loan,Acquisition,39340753.38,86646658.15,8.71,None,Closed,Annually,EUR,AA,No,Disposed,10b3042f-a6fe-4eea-b549-18a75a130350,Long Ltd,B,1.45,1.53,396995559.5,173705630.6,4789482.21,27703158.87,82755568.3,180486663.7,7600677.35,4.29,0.02
8.33473E+13,9a253e3c-d85c-4d21-a54c-59e828498de3,Pugh Ltd,Andrewside,KM,5668,A,307-93-4907,NYSE,UBI,RfshqN,12edfe5f-5b97-485a-8210-0776d2d8dcc5,18-04-2023,24-11-2033,Revolving,Expansion,91388131.64,29698615.14,5.57,Real Estate,Closed,Quarterly,GBP,B,No,Disposed,eb5bf6fd-29e4-4ef0-b0ce-39a5bcec2798,"Fitzpatrick, Deleon and Hamilton",D,1.15,2.47,345094427.8,123026860.1,11539717.3,39954368.84,358635910.1,139036603.2,1249368.76,3.21,0.27
6.58946E+13,06537635-2fe2-4005-acb8-286e53daf8ba,Brown-Oliver,Lake Nicholasberg,SN,3679,A,368-33-4637,N/A,qZy,dgEFBe,405e32d9-6f31-4e8b-9794-cfb4d97a3947,20-12-2024,29-01-2035,Revolving,Expansion,51018924.76,64707872.94,7.45,Equipment,Active,Annually,EUR,AA,Yes,Retained,e88a1008-8a72-4048-96e1-3fa4e61ba265,Patterson Inc,A,0.98,1.1,74486887.01,390370230.3,56444638.46,38035643.9,190835194.2,52094804.64,28062192.56,9.77,0.06
2.67048E+13,e1c1f013-28a1-40fe-8c81-57e0ed7be7b2,"Frederick, Garcia and Hall",New Kirsten,BB,3260,C,339-93-2204,NYSE,Vja,nxjHBx,cb269866-408a-45ee-8c7c-0fbdfbc2c960,26-07-2022,17-11-2034,Bridge Loan,Working Capital,75269779.23,13414111.43,11.86,Equipment,Defaulted,Monthly,USD,AAA,Yes,Disposed,189d8d36-1115-4cff-84f2-9101bca0da57,"Hogan, Griffin and Williams",A,0.93,1.18,99734513.49,386729683.2,8012479.93,38914220.64,242277759,41971653.33,21534195.2,1.5,0.1
9.69235E+13,af9e1162-a348-4101-a12e-740dd909c3fe,Morris Inc,Jessicahaven,ZA,3360,B,675-41-7449,LSE,jZP,adHshb,5ee9362e-2c3b-4afb-986e-f61d147988cc,22-12-2024,06-12-2026,Other,Refinancing,15073468.42,10015450.35,4.74,Inventory,Active,Annually,USD,AAA,No,Disposed,fd5f8a7a-0b4c-475a-92d3-61265429f63d,"Harris, Knapp and Moore",B,0.55,2.5,376072531.7,285128654.3,19996360.12,48135827.27,453261428,58400296.29,26371725.01,7.08,0.28
6.04902E+13,355b7a80-b5af-435e-abda-bf1436b35f37,"Burton, Sandoval and Flores",Kevinfurt,DO,4439,A,147-68-8171,NASDAQ,lIz,gYgcuS,36a7a0d6-0a38-4cc8-8890-9ab58d054946,21-10-2023,06-10-2027,Other,Acquisition,13250031.52,87173721.24,8.1,Real Estate,Defaulted,Monthly,GBP,B,Yes,Retained,4a4d4abc-364c-406f-9923-be3707cce32f,Lester-Wade,C,0.5,2.77,33762294.71,83416381.48,92654181.24,34609503.47,455973016,88675536.45,24404253.66,9.13,0.18
9.50265E+13,c1dc856a-2ff4-47d5-bfa1-3c377bbe75f1,"Brown, Mitchell and Fowler",Javierborough,NE,6411,A,237-29-1829,LSE,TZy,mSHjNC,61d28dcf-30ff-4ab1-baba-64c73b2aa54e,29-12-2021,20-04-2030,Other,Working Capital,50383917.5,46980136.53,11.48,None,Defaulted,Quarterly,INR,B,No,Disposed,8ce68132-cc2c-45e0-a7b2-8326a3895a0f,Watson LLC,B,0.98,2.47,198836579.6,248929777.1,39916798.2,20154678.54,447784336.4,93221888.66,3063913.01,4.99,0.23
4.06234E+13,93ef3c48-1796-4547-adc4-d2a2d951256d,Rodriguez-Sims,Longton,BR,5043,E,720-44-0963,LSE,ojw,yQXErt,016b7c7b-82be-44ae-a554-8fb1a09175f1,04-08-2022,17-12-2033,Other,Refinancing,17979950.98,87009674.94,12.79,None,Active,Quarterly,GBP,AA,Yes,Disposed,cae6a601-4435-44c7-aa25-12e7f28215ce,Fisher-Martinez,B,0.61,1.91,247684614.6,36313809.55,26131683,18057094.85,158841264,108471932.7,26348096.05,3.58,0.14
7.44519E+13,9a2c0478-02ca-4da9-bda5-8c001e842731,Colon LLC,Homouth,MZ,8304,B,231-93-5992,NYSE,HCq,mkmFma,8adaec57-9b60-4076-87cc-931c1309a2b2,29-03-2024,15-07-2027,Revolving,Working Capital,59467030.63,51148662.76,11.47,Equipment,Active,Monthly,GBP,B,Yes,Retained,6ba576cd-f521-4360-8a6e-f77c392443bc,"Ruiz, Henry and Blair",E,1.41,1.51,459598642.4,18760281.91,14447785.71,9021137.22,190949502.6,150543294.7,4599155.97,6.12,0.06
8.71703E+13,68655d0b-35ba-4a32-8b48-d29efbbf3df3,Thompson-Cuevas,East Sierraport,PA,5906,C,888-62-9884,NYSE,WDQ,mWFucd,94a59035-ad6f-4d00-9ef2-78859d3cb608,11-11-2022,22-12-2026,Revolving,Working Capital,76367546.42,70538384.21,8.22,Equipment,Defaulted,Quarterly,USD,A,No,Disposed,dc147e2c-6b40-49f1-be9d-be39a5ec44de,Nguyen-Moore,B,1.11,1.88,394317693.5,111632883.1,23515329.74,7793934.84,359041768.5,104133704.3,19456334.87,2.56,0.1
5.33394E+13,cbe1fd4a-3704-4cbd-8559-418a540e0b86,Johnston-Scott,Stephanieland,SE,2466,C,274-73-5899,N/A,bix,bmtJeX,b4bd2a24-e49a-4026-8796-ecfab2f0d3ee,19-05-2021,10-11-2029,Term Loan,Acquisition,50837836.03,51504505.3,4.07,Inventory,Defaulted,Monthly,INR,B,No,Disposed,ae4d7e08-6cab-4e84-8b59-9e9e283ca424,Montgomery Inc,A,1.3,1.46,441559052,135802346,27800856.88,1313663.77,346423188.6,145186891.7,1637715.05,2.8,0.19
6.65291E+13,5e08a194-ad1b-4e8d-b7ce-628821d87167,Harvey-Boyd,Port Robert,KN,3843,E,489-59-5715,NYSE,BDV,YbwYBW,63f9c79b-5957-411c-93d4-813f13973875,13-11-2023,26-10-2032,Revolving,Working Capital,70257941.03,53577332.26,7.79,Inventory,Active,Monthly,GBP,BBB,No,Disposed,5c071b8c-a63f-45dc-91fb-161cc72d49bb,Fisher-Dodson,E,0.6,1.97,259084686.5,370799586.3,47427540.64,17776612.96,91015888.77,72200637.24,2407214,9.76,0.19
7.48816E+13,20767a1f-5ce2-4542-a3e8-44c851c92f0b,Garcia Group,Walterport,VN,1399,D,144-60-6787,NYSE,OJC,ylrrMG,44a199a2-8007-42e3-9235-2bb360eb5165,10-07-2023,27-05-2026,Bridge Loan,Expansion,77933834.89,58797176.53,6.89,Inventory,Defaulted,Monthly,GBP,CCC,No,Retained,07956e42-628d-4cc3-94a0-2066bc8189d8,"Roach, Merritt and Rice",C,1.41,1.15,73528814.73,72602720.07,89509957.27,1278011.43,333864669.8,147883596.8,27669608.76,2.5,0.11
2.19114E+13,9cf09482-678d-404c-a889-f88b77677c07,"Griffin, Byrd and Graves",New Gregoryside,DM,1073,D,445-29-9447,NYSE,Gzw,yUeyuX,61407b27-5b80-470f-9363-9e9e9e07c72b,29-05-2023,18-06-2029,Bridge Loan,Expansion,18386293.09,52546376.95,5.48,Inventory,Defaulted,Quarterly,INR,B,Yes,Retained,7ebeaf60-3901-4b74-8239-38cacbf5f29f,Black and Sons,C,0.97,1.59,91805262.47,70782009.11,73712674.17,47312501.71,140896759.5,134573381.6,16069327.26,7.5,0.3
9.97482E+13,343fe3e7-c228-4bd4-b9e8-2a1f1fc4f15a,Brock-Randall,South Donnaport,CG,4677,E,674-46-3602,NASDAQ,GzO,QXleoA,b39e629b-ca72-414a-b39a-30bed55395c8,11-05-2023,09-03-2030,Revolving,Working Capital,28933153.88,66085675.18,10,None,Active,Quarterly,GBP,AAA,No,Retained,521bf3e0-18e1-4c11-bf50-35d206f14b53,Erickson and Sons,A,1.26,1.71,382405554.4,309690657.7,11616911.14,17266231.46,108462191.7,190280726.9,22994155.25,8.57,0.09
9.34179E+13,db1d83ac-4a4f-4cb2-b193-d5afcb4a786e,Moon Group,North Erica,GM,8829,D,532-39-2667,NYSE,YWB,dypfOC,ef0a6c71-5e46-491a-8b0b-95ca1b6947d8,26-09-2021,26-03-2026,Bridge Loan,Acquisition,32383145.72,52132448.49,1.94,Equipment,Closed,Quarterly,USD,BB,Yes,Retained,c758b962-16de-4284-be9c-6b30f635e31a,Adams Ltd,D,1.17,1.15,247517592.4,215521166.9,71559518.55,43236042.28,128664540.3,5122377.12,1265813.5,2.1,0.08
3.27223E+13,7eab8a81-cd82-4af9-9acc-67020e520b2e,Scott-Hawkins,West Sherrymouth,UZ,5093,A,350-71-7271,NASDAQ,bco,dSjRyk,3503d8de-9378-4332-ba3b-010da2afccf0,28-02-2021,16-12-2030,Other,Refinancing,5772446.95,2612389.02,13.43,Inventory,Active,Quarterly,INR,BB,Yes,Retained,ee5245a9-c7f3-478a-8dcf-5cf4867d0374,Forbes Ltd,E,0.93,1.15,498622945.1,341353147.6,75427703.68,16264654.05,136108299.2,148292474.4,16826298.1,8.2,0.12
5.78078E+13,e4b812fa-2569-4de9-8c2d-22087991fc7b,Harper and Sons,Belltown,YE,5424,D,519-33-8692,LSE,Mbw,SxGnfZ,91d97cb8-164a-475a-85b0-48d3cc34fb8c,22-02-2022,11-10-2028,Bridge Loan,Acquisition,51082500.74,4397848.45,2.19,None,Defaulted,Annually,EUR,CCC,No,Disposed,1b56a08c-2507-4269-bb78-1f459581a202,"Brown, Spears and Weeks",B,0.82,1.03,308677582.7,211006205.9,2387192.56,7761221.41,213023898.2,197507544.7,8627152.95,9.99,0.27
8.79847E+13,45f9d0ff-82ba-492a-8f10-4e0f182e5624,Malone-Cochran,Watsonhaven,LA,9329,E,667-17-2512,N/A,ViN,PmnDVm,d1cf175c-817e-457b-88b9-905ec99b1739,20-11-2022,07-03-2028,Other,Working Capital,87357226.9,64530878.15,12.79,Equipment,Active,Monthly,EUR,CCC,Yes,Disposed,41dbabe0-3b1f-410b-a275-79ffbdfb7b06,Cole Ltd,D,1.1,2.78,84004122.7,145712841.8,7940058.24,24684956.66,157769204.7,13776575.18,8188510.32,2.25,0.15
9.02569E+13,e3b333de-64c9-4d2b-bbeb-44d72e2ebd11,"Houston, Long and Williams",Lake Kathleen,TH,5390,A,833-10-1204,N/A,VLW,ulavmz,3da39286-701d-4804-8b4e-6ecef8604c88,05-05-2020,05-12-2032,Term Loan,Acquisition,54275674.35,67629323.51,12.1,Real Estate,Defaulted,Quarterly,GBP,B,Yes,Disposed,3733a32b-98e9-4b13-8618-b8a2b80c2d91,Myers-Barnes,B,0.53,2.32,453871428.9,76461304.88,34277035.29,1314023.02,279401625.1,74191734.88,14655626.93,3.95,0.19
5.17278E+13,f686a89e-26b7-4f08-a832-05672662cb71,Davis-Collins,New Dennisstad,PS,2950,A,297-20-9800,NASDAQ,Fkl,AEoPYI,34188625-ae03-4b63-800b-a8155edd3716,14-11-2020,23-04-2033,Revolving,Expansion,55876727.65,55973657.09,4.97,Inventory,Closed,Annually,INR,AAA,No,Disposed,418d827f-c956-46d9-b1b4-c6bf9e79b9e8,"Smith, Sanchez and Carlson",E,0.58,2.59,483377819,377357040.4,64860899.76,43148610.04,473263447.8,38221175.47,9336767.29,3.93,0.19
6.97398E+13,d20990c8-43cb-4fb6-9f85-00539e0f2f89,Allen and Sons,New Fredbury,VA,6658,E,546-39-7651,NYSE,oQJ,LSecsC,5aa2fa95-5ab1-4f96-83e0-d0c839e16374,17-07-2024,05-10-2026,Bridge Loan,Working Capital,69868006.68,60166577.28,11.2,Equipment,Closed,Quarterly,USD,BBB,Yes,Disposed,8a37fe28-c4cd-4cf8-9641-609e511e6150,Weber PLC,D,1.23,2.32,211449254.2,349145973.6,46823707.39,2468451.72,335955472.6,65967353.43,26146907.8,6.53,0.18
1.15374E+13,c3ba2b02-f8d8-47f5-bcd6-da1d82747a0b,Hall-Johnson,North Curtisside,SK,3126,B,351-25-2157,NYSE,kFc,VhvWon,080a77af-eebf-4c89-8bc3-a88f5caeb42f,19-01-2024,01-10-2033,Revolving,Refinancing,17714170.98,75645887.35,4.71,Real Estate,Closed,Annually,USD,AA,No,Retained,36bfdcd9-7468-4ac7-8ebd-d1d04ce71464,Khan-Cross,A,0.76,1.43,455803559.6,86441966.71,88035217.71,2040439.62,227951125.9,113999780.4,13675164.73,1.02,0.1
8.28538E+13,75be51e8-edd5-4a92-812a-72f7ba0ad2d1,Nelson Group,North Chloeview,AT,5806,E,535-07-2484,NYSE,HAJ,aqMVTw,6160796d-a09e-4b50-8b31-b7018c068266,29-04-2024,19-06-2027,Other,Working Capital,57741983.17,26726670.22,6.1,Real Estate,Closed,Quarterly,EUR,BB,No,Retained,ec6dad74-912b-41c7-8732-5e8d2fa0acbf,Bruce Group,A,1.12,1.97,128484071.5,286092380.3,87859653.8,41659954.78,190003197.9,66291930.73,20749607.19,3.98,0.14
8.83679E+13,45d051fd-52a9-41a3-b839-59cca109b67f,"Turner, Chapman and Turner",Rowlandmouth,CV,6662,A,444-98-5456,LSE,POV,WRLTLr,e7cdd73a-4669-4a04-bcb9-c365a963c487,03-01-2021,03-02-2029,Other,Refinancing,80273485.27,87573065.78,6.19,Equipment,Defaulted,Annually,EUR,AAA,Yes,Disposed,f226f10a-fe47-4c8e-af7c-c35bd59f1c01,"Erickson, Rivers and Proctor",A,1.04,1.57,476818621.8,168319698.3,20507074.64,22895144.89,75477255.62,152129557.4,3889335.09,8.95,0.29
1.95346E+13,a5e2d13d-d9b3-4b68-bb46-ba3fc0700f3c,Blake-Lee,Port Danielle,SY,7321,C,183-68-8983,NYSE,tjz,IXdzAx,6b6c0d82-1f49-482d-b2d7-47a5d0a0c388,03-08-2022,12-09-2030,Bridge Loan,Working Capital,53300906.68,76942836.55,5.53,Inventory,Active,Annually,USD,AAA,Yes,Retained,696a5b71-b8d7-459b-b0c5-924f12f90c24,Hanson LLC,E,0.52,2.08,276693495.3,157531894.1,40497277.66,3047335.23,428678423.1,117901779.1,12237145.39,5.79,0.06
3.27158E+13,c3e99306-ca13-41c7-8783-e2536ca0ea30,Blake Inc,Jonesmouth,DJ,4732,D,391-92-3602,N/A,JHb,MysJzo,31903d92-2d2a-4bd1-a61c-95c827617cd8,25-08-2024,08-09-2030,Revolving,Acquisition,13399324.61,54745601.74,3.17,Inventory,Closed,Quarterly,INR,BB,No,Disposed,253fa2d9-d39c-4501-a402-c3e8a70c61c8,"Owens, Flores and Kent",B,1,1.22,357583832.7,185609273.3,34791472.74,18238735.17,21828497.58,148082597.9,16811779.66,4.05,0.25
9.21712E+13,0b7e3604-c70e-42a1-b53a-0c660c67d794,Abbott-Gilmore,Lake Daniel,RO,9390,D,010-96-0463,NYSE,vHv,KhMlhE,097d20c3-1a75-431a-9c1d-91213f31804e,16-07-2022,19-01-2034,Other,Working Capital,8022983.05,45155935.24,7.13,Equipment,Defaulted,Quarterly,USD,CCC,Yes,Disposed,0699a0b4-203f-4764-a53d-f9193f539ca6,Andrade Inc,D,1.42,1.77,293998006,271158027.3,91120809.26,38629921.91,204178889,56719195.86,664866.5,6.26,0.23
8.33816E+13,95b4c4f4-334c-45bd-99b3-6e58977d6e3f,"Garcia, Strickland and Thomas",Sotostad,TN,3599,B,520-77-9619,NASDAQ,yli,XUOZsb,8edcb5b0-92bd-4cc9-9173-555a03256eb0,10-03-2022,21-03-2027,Other,Expansion,11637001.22,57532952.33,5.9,None,Active,Annually,EUR,A,No,Disposed,21a404a2-1e62-4784-ac4a-925ed3c23507,Phelps Group,B,0.53,1.89,422906671.8,334009060.3,66305192.62,29668598.75,20194308.91,156004184.7,21873491.08,2.86,0.13
7.56741E+13,c4d8bde5-7f95-4611-9a96-1afae6013cdb,"Mitchell, Nelson and Thomas",New Angela,KP,7454,E,035-91-6626,NYSE,IdT,cVOUgR,779d5982-75d7-4725-8458-d9585efe0fec,24-12-2021,16-08-2029,Revolving,Working Capital,94348862.41,32917991.95,4.8,Equipment,Active,Quarterly,INR,AAA,No,Disposed,0e116e73-2381-47e1-8545-4e531722adaa,"Roach, Bell and Smith",D,0.83,3,320252882.7,195093622.5,29108332.8,49261932.36,55367067.28,80309034.04,17680417.02,9.07,0.15
5.22056E+13,1121e0b5-6afb-4d7d-baa2-63b7f20462e2,Rhodes Inc,New Kimberlyland,RU,6788,B,502-34-8455,LSE,oVI,gNtBLo,e6fec95a-1b9f-4e47-9ff4-8861117f5c48,17-10-2024,12-08-2026,Bridge Loan,Acquisition,46845561.75,75026287.73,5.24,Inventory,Active,Monthly,EUR,CCC,Yes,Disposed,6b91abf1-fe69-45a9-b742-f2f00bfccb4f,Mccullough-Rich,E,0.54,2.44,183839509.3,202891515.3,66397768.41,23818508.53,101505958.1,84356275.92,2310742.48,3.11,0.12
6.10205E+13,886c68a0-c93b-4138-b5b6-355b44791457,"Brady, Hayden and Reynolds",New John,MT,3574,D,235-22-3152,NASDAQ,HQH,LkHigJ,d98b940e-2d8d-4cb1-bcb1-87353c90e6d4,24-01-2020,22-04-2029,Other,Acquisition,44080999.37,21406859.07,12.5,Inventory,Defaulted,Monthly,EUR,AAA,Yes,Disposed,17b7cbc3-49fb-400a-a9e3-a68d149309e4,Flores LLC,D,1.12,2.18,111730241.5,288081756.5,13987763.07,36835939.56,60712247.26,123111203.5,15075532.21,7.3,0.21
2.00881E+13,a4c0599f-d9eb-4785-b528-667add99ae38,Velasquez Ltd,Pageborough,SC,6121,D,353-26-8267,N/A,PNc,qqrLkc,c260ede7-7be8-4145-9283-dd60d7f373ac,19-05-2020,14-11-2031,Term Loan,Acquisition,64548883.71,83791549.06,3.42,None,Defaulted,Monthly,EUR,BBB,Yes,Disposed,69753b60-a59a-4595-a79f-379580c0c0d4,Pearson-Walker,B,1.49,1.66,330095618.4,18657888.76,65476099.52,6735176.52,15763717.87,87739458.75,2616825.72,2.05,0.22
1.15754E+13,3f8b2520-c842-41f8-8b21-457570b2c2f4,Nelson-Schultz,Port Jodi,ST,4532,D,689-62-0699,NYSE,FrP,xwtgKS,3a0fbbfa-d880-4731-b3d0-444e9049508e,11-04-2022,10-05-2028,Other,Refinancing,38900189.78,66809735.34,4.02,Inventory,Closed,Monthly,GBP,A,No,Disposed,4f774e1f-8b54-4f27-b33d-b95078e13d16,King-Peterson,E,0.57,2.26,221647713.3,113074716.6,15653707.1,30267696.72,270253632,162639594.5,5272235.49,3.21,0.17
3.76541E+13,23384833-53c4-4be0-a505-308e8b618a05,"Wiley, Campbell and Adkins",Rachelview,KW,7936,E,415-78-9509,NASDAQ,gQU,fEXBTR,9a4ecc3a-260c-4017-956d-b69ee87a20e3,08-06-2022,16-01-2035,Bridge Loan,Expansion,30406861.31,26921440.49,8.29,Equipment,Defaulted,Annually,GBP,BBB,Yes,Disposed,704ad753-272d-4b8e-b532-844790a90e05,Lee-Carr,B,0.64,2.14,252068822.9,54224186.7,58980370.52,29999972.44,71323404.61,122970163.4,24670851.32,8.61,0.28
8.87486E+13,78d44ecf-0f99-4582-acf8-92f55732b8fa,"Sanchez, Odonnell and Ochoa",Seanfort,SB,4558,C,808-84-2604,NASDAQ,tnC,ZZZSoF,d413a781-fd07-45c4-b7f9-8ff526e9d324,28-06-2022,27-09-2028,Other,Acquisition,4004779.33,7042740.43,12.84,Inventory,Closed,Monthly,INR,BB,No,Disposed,8932200f-7595-4877-bd44-400c76f55ba7,Vasquez Ltd,E,0.72,2.69,198343790.2,369060103.3,88634859.08,40039282.08,256616857.1,32413314.4,11116928.11,5.65,0.01
1.82166E+13,9e88d555-f959-43b3-9c34-95b91a6cb740,"Collins, Zavala and Orr",West Laura,MN,1208,E,228-69-0764,LSE,lVv,hUDOtN,270e7f97-6333-4fad-b765-77dc359f8720,25-05-2020,05-07-2033,Bridge Loan,Acquisition,47096774.88,50805024.26,9.53,Equipment,Closed,Annually,GBP,BBB,Yes,Retained,56f2f3ec-c1f6-461f-be91-85bf93e6a003,"Fisher, Lee and Wheeler",A,1.15,1.86,463632416.7,298692681.4,2093749.27,49016137.6,395382074,148925487.4,13189937.01,9.08,0.29
8.42465E+13,3d422324-a479-49f7-9583-cc81a9e50f8b,Hurst-Ray,Ronaldside,MY,8432,E,482-77-3620,LSE,EVW,xCvpJL,565fbcdd-e662-47a8-8045-ab1fee2ff9c8,14-07-2023,20-08-2033,Revolving,Refinancing,75669884.41,79002887.92,3.15,Real Estate,Defaulted,Quarterly,INR,BB,No,Retained,7f6b499e-2d98-4600-8720-194caceee26e,"Walker, Lamb and James",B,1.32,2.34,18932648.47,349055920.6,50174978.09,38344439.76,470565866.4,64662629.52,790807.92,3.54,0.18
2.9877E+13,53324b45-494a-40a6-a036-d3be3c1c5822,Robinson Group,Port Gordonside,CN,7896,D,368-89-5377,NYSE,dOr,qeUAwP,599968db-5670-4e7f-9c4c-f88f910457b6,11-01-2021,13-05-2034,Bridge Loan,Refinancing,63355908.81,56343692.06,4.41,Equipment,Defaulted,Quarterly,GBP,BB,Yes,Retained,e40c2450-686d-4fc8-8f62-7ea7934392e8,Jacobs-Cook,A,0.65,2.71,467011541.5,246795113.6,23783726.68,35037918.68,237924254,170902050.6,5505352.19,2.71,0.29
1.98252E+13,d2745cd0-0178-44e7-ac7e-b381d7ef1a9d,"Bell, Mason and Harris",Lake Kimberlyside,AE,7333,E,466-59-8826,N/A,AbS,EmHtBa,52dfad93-9b06-4163-8f39-bb9a7334c921,20-02-2025,19-04-2033,Revolving,Working Capital,17901578.3,4867909.03,2.2,Real Estate,Active,Annually,INR,BB,No,Retained,b3f3c2e8-04ae-45d9-8d9f-78a8d00a22cd,Estrada-Ortega,E,0.54,1.21,97362385.94,306511648.4,79097036.1,13716930.25,409430021.2,56085470.22,14692441.86,2.86,0.3
2.72902E+13,3c07b983-9903-4fd7-bf77-08b4d739c562,Blake-Bonilla,North Larry,BE,3248,D,163-25-1990,NYSE,BQK,fEggbV,85a0f070-9737-4e9e-9533-6ed21df49a72,11-01-2022,14-06-2032,Revolving,Working Capital,68921938.57,28613102.25,9.48,Equipment,Closed,Quarterly,EUR,AAA,No,Retained,76f76414-a37c-432f-b450-9dc297d00a7f,Pennington-Grant,C,1.34,1.3,102757597.4,246713394.6,56676670.7,37350420.06,44192717,32704375.91,11630462.45,5.87,0.01
